"ensembl.gene.id","ensembl.transcript.id","chromosome.name","gene.start","gene.end","strand","transcript.start","transcript.end.","gene.name","transcript.count","gc.content","gene.type","transcript.type","gene.length","transcript.length"
"ENSG00000228314","ENST00000428301",21,13843133,13848364,-1,13843133,13848364,"CYP4F29P",3,50.65,"transcribed_unprocessed_pseudogene","processed_transcript",5231,5231
"ENSG00000275592","ENST00000619242",21,10357400,10358620,1,10357400,10358620,"VN1R7P",1,45.29,"processed_pseudogene","processed_pseudogene",1220,1220
"ENSG00000230965","ENST00000412442",21,13905960,13906488,-1,13905960,13906488,"SNX18P13",1,54.06,"processed_pseudogene","processed_pseudogene",528,528
"ENSG00000224832","ENST00000416218",21,24304550,24321377,-1,24304550,24321377,"AP000469.2",1,36.15,"lincRNA","lincRNA",16827,16827
"ENSG00000237731","ENST00000420965",21,25643489,25644216,1,25643489,25644216,"RNGTTP1",1,41.35,"processed_pseudogene","processed_pseudogene",727,727
"ENSG00000240770","ENST00000430815",21,17763315,17792523,-1,17763315,17792523,"C21orf91-OT1",3,39.23,"lincRNA","lincRNA",29208,29208
"ENSG00000224100","ENST00000428410",21,42964639,42965363,-1,42964639,42965363,"AP001630.5",1,50.07,"antisense","antisense",724,724
"ENSG00000160183","ENST00000291532",21,42371890,42396846,-1,42371890,42396846,"TMPRSS3",8,50.46,"protein_coding","protein_coding",24956,24956
"ENSG00000185808","ENST00000360525",21,37059170,37073170,-1,37059170,37073158,"PIGP",8,42.2,"protein_coding","protein_coding",14000,13988
"ENSG00000186965","ENST00000334055",21,30487057,30487436,-1,30487057,30487436,"KRTAP19-2",1,48.16,"protein_coding","protein_coding",379,379
"ENSG00000184787","ENST00000345496",21,44768580,44802019,-1,44768580,44802019,"UBE2G2",12,45,"protein_coding","protein_coding",33439,33439
"ENSG00000236400","ENST00000454921",21,30741780,30742595,-1,30741780,30742595,"KRTAP21-4P",1,52.33,"unprocessed_pseudogene","unprocessed_pseudogene",815,815
"ENSG00000157551","ENST00000549805",21,38157034,38307357,1,38157034,38299406,"KCNJ15",21,41.09,"protein_coding","protein_coding",150323,142372
"ENSG00000244025","ENST00000334063",21,30491464,30491985,-1,30491464,30491985,"KRTAP19-3",1,44.44,"protein_coding","protein_coding",521,521
"ENSG00000273091","ENST00000610276",21,31735732,31736407,1,31735732,31736407,"AP000255.6",1,38.61,"lincRNA","lincRNA",675,675
"ENSG00000227054","ENST00000450769",21,25692180,25692554,1,25692180,25692554,"FDX1P2",1,41.6,"processed_pseudogene","processed_pseudogene",374,374
"ENSG00000278106","ENST00000612331",21,10397644,10397778,1,10397644,10397778,"RP11-589M2.1",1,61.48,"unprocessed_pseudogene","unprocessed_pseudogene",134,134
"ENSG00000186967","ENST00000334058",21,30496824,30497133,-1,30496824,30497133,"KRTAP19-4",1,48.71,"protein_coding","protein_coding",309,309
"ENSG00000226527","ENST00000421051",21,33111699,33123703,-1,33111699,33123703,"AP000289.6",1,45.3,"lincRNA","lincRNA",12004,12004
"ENSG00000186977","ENST00000334151",21,30501657,30502117,-1,30501657,30502117,"KRTAP19-5",1,48.81,"protein_coding","protein_coding",460,460
"ENSG00000273027","ENST00000609461",21,44929653,44930112,-1,44929653,44930112,"LL21NC02-1C16.1",1,56.96,"sense_intronic","sense_intronic",459,459
"ENSG00000228961","ENST00000424837",21,32958888,32960566,1,32958888,32960566,"AP000282.3",1,44.49,"lincRNA","lincRNA",1678,1678
"ENSG00000160307","ENST00000291700",21,46598962,46605208,-1,46598962,46605208,"S100B",3,44.31,"protein_coding","protein_coding",6246,6246
"ENSG00000160299","ENST00000359568",21,46324122,46445769,1,46324122,46445769,"PCNT",8,51.58,"protein_coding","protein_coding",121647,121647
"ENSG00000225745","ENST00000430327",21,41176322,41186788,-1,41176322,41186773,"AL773572.7",3,46.52,"antisense","antisense",10466,10451
"ENSG00000281383","ENST00000629969",21,8254592,8255514,-1,8254592,8255514,"CH507-513H4.5",1,54.82,"lincRNA","lincRNA",922,922
"ENSG00000237864","ENST00000450205",21,43322417,43332039,-1,43322417,43332039,"LINC00322",1,56.07,"lincRNA","lincRNA",9622,9622
"ENSG00000212933","ENST00000391618",21,44654213,44654659,-1,44654213,44654659,"KRTAP12-4",1,65.32,"protein_coding","protein_coding",446,446
"ENSG00000234159","ENST00000433427",21,15744004,15745080,-1,15744004,15745080,"RBPMSLP",1,52.83,"processed_pseudogene","processed_pseudogene",1076,1076
"ENSG00000230323","ENST00000414877",21,32080316,32197813,-1,32080316,32197813,"LINC00159",2,42.53,"lincRNA","lincRNA",117497,117497
"ENSG00000276647","ENST00000617417",21,44686358,44686629,1,44686358,44686629,"RP1-225L15.1",1,70.59,"processed_pseudogene","processed_pseudogene",271,271
"ENSG00000272804","ENST00000616689",21,44600597,44612906,1,44600607,44612906,"KRTAP10-7",2,48.47,"protein_coding","protein_coding",12309,12299
"ENSG00000237841","ENST00000421795",21,30510307,30510497,-1,30510307,30510497,"KRTAP19-9P",1,47.12,"unprocessed_pseudogene","unprocessed_pseudogene",190,190
"ENSG00000223488","ENST00000379571",21,22436290,22438349,-1,22436290,22438349,"MAPK6PS2",1,38.4,"processed_pseudogene","processed_pseudogene",2059,2059
"ENSG00000230859","ENST00000456507",21,40863994,40864473,1,40863994,40864473,"YRDCP3",1,50.21,"processed_pseudogene","processed_pseudogene",479,479
"ENSG00000183535","ENST00000485206",21,45419716,45425070,-1,45419716,45425070,"COL18A1-AS1",2,60.67,"antisense","antisense",5354,5354
"ENSG00000270116","ENST00000602568",21,37100814,37101343,1,37100814,37101343,"AP001429.1",1,36.04,"sense_intronic","sense_intronic",529,529
"ENSG00000273199","ENST00000608391",21,36319792,36320670,-1,36319792,36320670,"AP000692.10",1,67.35,"antisense","antisense",878,878
"ENSG00000224421","ENST00000444161",21,36388878,36389112,-1,36388878,36389112,"ATP5J2LP",1,52.77,"processed_pseudogene","processed_pseudogene",234,234
"ENSG00000228107","ENST00000397184",21,36360630,36362040,1,36360630,36362040,"AP000692.9",1,47.84,"sense_overlapping","sense_overlapping",1410,1410
"ENSG00000280145","ENST00000625185",21,6630182,6670695,-1,6630182,6670692,"CH507-154B10.1",8,38.94,"lincRNA","lincRNA",40513,40510
"ENSG00000160208","ENST00000340648",21,43659548,43696079,1,43659548,43696079,"RRP1B",2,47.51,"protein_coding","protein_coding",36531,36531
"ENSG00000230061","ENST00000423310",21,44414588,44425272,-1,44414588,44425272,"TRPM2-AS",2,57.84,"antisense","antisense",10684,10684
"ENSG00000238265","ENST00000419069",21,21723293,21737319,-1,21723293,21737319,"LINC00317",1,32.99,"lincRNA","lincRNA",14026,14026
"ENSG00000214326","ENST00000398116",21,43551229,43551600,1,43551229,43551600,"RPL31P1",1,44.09,"processed_pseudogene","processed_pseudogene",371,371
"ENSG00000237721","ENST00000419664",21,39006648,39011329,-1,39006648,39011329,"AF064858.11",1,48.93,"lincRNA","lincRNA",4681,4681
"ENSG00000160294","ENST00000397708",21,46235126,46286297,-1,46235133,46286297,"MCM3AP",10,47.4,"protein_coding","protein_coding",51171,51164
"ENSG00000279690","ENST00000624800",21,32790673,32791504,-1,32790673,32791504,"AP000280.66",1,37.98,"TEC","TEC",831,831
"ENSG00000223608","ENST00000417138",21,38006544,38010618,-1,38006544,38010618,"DSCR4-IT1",1,41.47,"sense_intronic","sense_intronic",4074,4074
"ENSG00000173638","ENST00000567670",21,45493572,45544411,-1,45498201,45544411,"SLC19A1",12,59.34,"protein_coding","protein_coding",50839,46210
"ENSG00000142185","ENST00000300482",21,44350163,44443081,1,44350163,44443081,"TRPM2",8,54.13,"protein_coding","protein_coding",92918,92918
"ENSG00000274248","ENST00000621707",21,45974489,45974953,1,45974489,45974953,"AJ011932.1",1,63.23,"lincRNA","lincRNA",464,464
"ENSG00000270533","ENST00000625012",21,9975017,10119309,-1,9975017,10119309,"bP-21201H5.1",2,33.97,"transcribed_processed_pseudogene","processed_transcript",144292,144292
"ENSG00000278878","ENST00000623225",21,6667304,6670667,-1,6667304,6670667,"CH507-145C22.3",2,37.87,"lincRNA","lincRNA",3363,3363
"ENSG00000238197","ENST00000440052",21,32728115,32743122,1,32728139,32743122,"PAXBP1-AS1",3,39.6,"antisense","antisense",15007,14983
"ENSG00000223870","ENST00000426609",21,25127469,25135247,1,25127469,25135247,"AP000233.3",1,34.13,"lincRNA","lincRNA",7778,7778
"ENSG00000159259","ENST00000314103",21,36385378,36419015,1,36385378,36419015,"CHAF1B",3,46.73,"protein_coding","protein_coding",33637,33637
"ENSG00000159128","ENST00000421802",21,33402896,33479348,1,33432319,33479348,"IFNGR2",6,44.83,"protein_coding","protein_coding",76452,47029
"ENSG00000159055","ENST00000290130",21,32268219,32279069,-1,32268219,32279069,"MIS18A",2,40.72,"protein_coding","protein_coding",10850,10850
"ENSG00000232806","ENST00000415820",21,41559125,41562958,-1,41559125,41562958,"AP001610.9",1,49.5,"lincRNA","lincRNA",3833,3833
"ENSG00000170262","ENST00000399784",21,32291813,32314784,1,32291813,32312290,"MRAP",4,46.36,"protein_coding","protein_coding",22971,20477
"ENSG00000237989","ENST00000442815",21,43358147,43362349,-1,43358147,43362349,"TCONS_00029157",1,57.41,"lincRNA","lincRNA",4202,4202
"ENSG00000231480","ENST00000442212",21,38502445,38502621,1,38502445,38502621,"SNRPGP13",1,37.85,"processed_pseudogene","processed_pseudogene",176,176
"ENSG00000219368","ENST00000406845",21,23090028,23091831,-1,23090028,23091831,"ZNF299P",1,34.37,"processed_pseudogene","processed_pseudogene",1803,1803
"ENSG00000280071","ENST00000624810",21,5079294,5128425,-1,5079294,5127927,"CH507-9B2.3",11,57.86,"protein_coding","protein_coding",49131,48633
"ENSG00000223799","ENST00000411998",21,33263873,33266260,-1,33263873,33266260,"IL10RB-AS1",1,48.16,"antisense","antisense",2387,2387
"ENSG00000279064","ENST00000623723",21,5707004,5709456,-1,5707004,5709456,"CH507-39O4.2",1,42.07,"lincRNA","lincRNA",2452,2452
"ENSG00000228433","ENST00000435600",21,32621049,32622096,1,32621049,32622096,"OR7E23P",1,48.66,"processed_pseudogene","processed_pseudogene",1047,1047
"ENSG00000234034","ENST00000441759",21,22500604,22520058,-1,22500604,22520058,"AP000959.2",1,33.59,"lincRNA","lincRNA",19454,19454
"ENSG00000267857","ENST00000596207",21,45100487,45101094,-1,45100487,45101094,"RP5-1023B21.1",1,60.53,"lincRNA","lincRNA",607,607
"ENSG00000230198","ENST00000448908",21,19593841,19594108,1,19593841,19594108,"RPL37P4",1,48.13,"processed_pseudogene","processed_pseudogene",267,267
"ENSG00000229336","ENST00000282964",21,19739709,19740150,1,19739709,19740150,"AP000568.2",1,34.16,"processed_pseudogene","processed_pseudogene",441,441
"ENSG00000182912","ENST00000465978",21,44517216,44525952,1,44517620,44525952,"TSPEAR-AS2",3,54.53,"antisense","antisense",8736,8332
"ENSG00000231058","ENST00000445341",21,23101223,23103074,1,23101223,23103074,"MSANTD2P1",1,47.35,"processed_pseudogene","processed_pseudogene",1851,1851
"ENSG00000157554","ENST00000442448",21,38380027,38661780,-1,38380030,38661780,"ERG",16,41.91,"protein_coding","protein_coding",281753,281750
"ENSG00000154734","ENST00000284984",21,26835747,26845409,-1,26835747,26845409,"ADAMTS1",6,45.12,"protein_coding","protein_coding",9662,9662
"ENSG00000264063","ENST00000577708",21,8987370,8987430,1,8987370,8987430,"MIR3687-2",1,78.69,"miRNA","miRNA",60,60
"ENSG00000229880","ENST00000435590",21,44675868,44678086,-1,44675868,44678086,"IMMTP1",1,45.79,"processed_pseudogene","processed_pseudogene",2218,2218
"ENSG00000200213","ENST00000363343",21,36066545,36066652,1,36066545,36066652,"RNU6-992P",1,42.59,"snRNA","snRNA",107,107
"ENSG00000264002","ENST00000584271",21,9902344,9902627,-1,9902344,9902627,"RN7SL52P",1,48.94,"misc_RNA","misc_RNA",283,283
"ENSG00000160213","ENST00000291568",21,43772512,43776445,-1,43772512,43776445,"CSTB",2,54.22,"protein_coding","protein_coding",3933,3933
"ENSG00000160310","ENST00000355680",21,46635167,46665124,1,46635167,46664951,"PRMT2",16,45.52,"protein_coding","protein_coding",29957,29784
"ENSG00000226751","ENST00000435315",21,14761710,14763090,-1,14761710,14763090,"AF127936.5",1,35.05,"lincRNA","lincRNA",1380,1380
"ENSG00000225502","ENST00000448152",21,14774301,14775262,1,14774301,14775262,"GAPDHP16",1,45.63,"processed_pseudogene","processed_pseudogene",961,961
"ENSG00000263681","ENST00000582241",21,41167557,41167629,1,41167557,41167629,"MIR3197",1,72.6,"miRNA","miRNA",72,72
"ENSG00000252606","ENST00000516797",21,43996322,43996420,-1,43996322,43996420,"RNU6-1150P",1,38.38,"snRNA","snRNA",98,98
"ENSG00000212932","ENST00000427757",21,46690764,46691226,1,46690764,46691226,"RPL23AP4",1,50.32,"processed_pseudogene","processed_pseudogene",462,462
"ENSG00000175894","ENST00000323084",21,44497892,44711580,-1,44497892,44711580,"TSPEAR",4,50.12,"protein_coding","protein_coding",213688,213688
"ENSG00000142173","ENST00000300527",21,46098097,46132849,1,46098097,46132849,"COL6A2",8,55.88,"protein_coding","protein_coding",34752,34752
"ENSG00000228592","ENST00000262354",21,23361104,23384861,-1,23361104,23384861,"D21S2088E",1,35.28,"lincRNA","lincRNA",23757,23757
"ENSG00000222042","ENST00000409758",21,25169431,25333825,-1,25169431,25333825,"AP000233.4",1,35.64,"lincRNA","lincRNA",164394,164394
"ENSG00000235890","ENST00000451035",21,44506807,44516575,1,44506807,44516575,"TSPEAR-AS1",2,58.67,"antisense","antisense",9768,9768
"ENSG00000273102","ENST00000607953",21,33967101,33968573,-1,33967101,33968573,"AP000569.9",1,44.53,"lincRNA","lincRNA",1472,1472
"ENSG00000280013","ENST00000623928",21,6008604,6008810,1,6008604,6008810,"CH507-42P11.2",1,58.45,"processed_pseudogene","processed_pseudogene",206,206
"ENSG00000227698","ENST00000432411",21,41874756,41877613,-1,41874756,41877613,"AP001619.2",1,51.92,"sense_intronic","sense_intronic",2857,2857
"ENSG00000213885","ENST00000425147",21,25361821,25362431,1,25361821,25362431,"RPL13AP7",1,56.96,"processed_pseudogene","processed_pseudogene",610,610
"ENSG00000225330","ENST00000416555",21,39630271,39726085,1,39630271,39726085,"AF064860.5",1,44.57,"sense_overlapping","sense_overlapping",95814,95814
"ENSG00000224413","ENST00000451618",21,46037052,46039807,1,46037052,46039807,"AP001476.2",1,59.98,"lincRNA","lincRNA",2755,2755
"ENSG00000160218","ENST00000291574",21,44012319,44106552,1,44012319,44106552,"TRAPPC10",12,46.02,"protein_coding","protein_coding",94233,94233
"ENSG00000229046","ENST00000445197",21,31706555,31706864,1,31706555,31706864,"HMGN1P2",1,45.81,"processed_pseudogene","processed_pseudogene",309,309
"ENSG00000224541","ENST00000455275",21,26158091,26175824,1,26158091,26175824,"AP001439.2",1,42.9,"antisense","antisense",17733,17733
"ENSG00000228235","ENST00000429512",21,46052596,46053105,1,46052596,46053105,"AP001476.4",1,60.39,"lincRNA","lincRNA",509,509
"ENSG00000223078","ENST00000411146",21,23281736,23281909,-1,23281736,23281909,"RNU2-55P",1,42.53,"snRNA","snRNA",173,173
"ENSG00000226115","ENST00000435738",21,46056516,46057567,1,46056516,46057567,"AP001476.3",1,62.55,"lincRNA","lincRNA",1051,1051
"ENSG00000251778","ENST00000515969",21,41882205,41882300,1,41882205,41882300,"SNORA3",1,41.67,"snoRNA","snoRNA",95,95
"ENSG00000223662","ENST00000449214",21,14582202,14598303,1,14582202,14598303,"SAMSN1-AS1",1,34.65,"antisense","antisense",16101,16101
"ENSG00000227256","ENST00000453549",21,32277863,32280988,1,32277863,32280988,"MIS18A-AS1",1,50.45,"antisense","antisense",3125,3125
"ENSG00000160226","ENST00000339818",21,44328944,44339402,-1,44328944,44339402,"C21orf2",7,60.43,"protein_coding","protein_coding",10458,10458
"ENSG00000235808","ENST00000450079",21,39488327,39488760,1,39488327,39488760,"MYL6P2",1,53.92,"processed_pseudogene","processed_pseudogene",433,433
"ENSG00000142166","ENST00000270139",21,33324477,33359862,1,33324904,33359862,"IFNAR1",3,41.3,"protein_coding","protein_coding",35385,34958
"ENSG00000185917","ENST00000399201",21,36034541,36079389,-1,36043686,36079389,"SETD4",17,44.84,"protein_coding","protein_coding",44848,35703
"ENSG00000232777","ENST00000450190",21,43115334,43115709,-1,43115334,43115709,"MRPL51P2",1,46.01,"processed_pseudogene","processed_pseudogene",375,375
"ENSG00000228149","ENST00000437106",21,36168970,36170180,-1,36168970,36170180,"RPL3P1",1,53.67,"processed_pseudogene","processed_pseudogene",1210,1210
"ENSG00000142197","ENST00000399151",21,36156782,36294274,1,36164535,36294274,"DOPEY2",4,47.09,"protein_coding","protein_coding",137492,129739
"ENSG00000237609","ENST00000440714",21,39028536,39029128,-1,39028536,39029128,"AF064858.10",1,52.45,"lincRNA","lincRNA",592,592
"ENSG00000206106","ENST00000382830",21,30590105,30590397,-1,30590105,30590397,"KRTAP22-2",1,39.25,"protein_coding","protein_coding",292,292
"ENSG00000142207","ENST00000382751",21,32311018,32393026,-1,32311018,32393026,"URB1",3,46.41,"protein_coding","protein_coding",82008,82008
"ENSG00000184032","ENST00000330798",21,30635236,30635619,1,30635236,30635619,"KRTAP20-2",1,47.14,"protein_coding","protein_coding",383,383
"ENSG00000141956","ENST00000433067",21,41798225,41879482,-1,41798225,41879482,"PRDM15",16,51.21,"protein_coding","nonsense_mediated_decay",81257,81257
"ENSG00000233036","ENST00000440620",21,30802242,30802427,-1,30802242,30802427,"KRTAP8-2P",1,50.54,"unprocessed_pseudogene","unprocessed_pseudogene",185,185
"ENSG00000185272","ENST00000468643",21,14216130,14228372,1,14216130,14228372,"RBM11",6,35.7,"protein_coding","processed_transcript",12242,12242
"ENSG00000160193","ENST00000330317",21,42843094,42879568,-1,42843094,42879531,"WDR4",7,53.71,"protein_coding","protein_coding",36474,36437
"ENSG00000159079","ENST00000290155",21,32592079,32612866,-1,32601667,32612866,"C21orf59",8,47.5,"protein_coding","protein_coding",20787,11199
"ENSG00000279769","ENST00000624240",21,6034690,6036093,1,6034690,6036093,"CH507-42P11.3",1,54.13,"TEC","TEC",1403,1403
"ENSG00000280191","ENST00000624561",21,6060340,6076305,1,6060340,6076305,"CH507-42P11.5",5,53.95,"lincRNA","lincRNA",15965,15965
"ENSG00000183527","ENST00000331573",21,39174769,39183851,-1,39174769,39183851,"PSMG1",5,41.56,"protein_coding","protein_coding",9082,9082
"ENSG00000244676","ENST00000428689",21,17793488,17810845,1,17793488,17810845,"AL109761.5",2,37.93,"antisense","antisense",17357,17357
"ENSG00000279687","ENST00000623188",21,5073458,5087867,1,5073458,5087867,"CH507-9B2.8",1,54.89,"antisense","antisense",14409,14409
"ENSG00000234052","ENST00000426418",21,27638693,27653491,1,27638693,27653491,"AP001607.1",1,34.26,"lincRNA","lincRNA",14798,14798
"ENSG00000233956","ENST00000448054",21,33518610,33519108,-1,33518610,33519108,"BTF3P6",1,40.28,"processed_pseudogene","processed_pseudogene",498,498
"ENSG00000249209","ENST00000429238",21,33584687,33931607,-1,33584687,33931607,"AP000304.12",1,42.42,"protein_coding","protein_coding",346920,346920
"ENSG00000160216","ENST00000291572",21,43865186,43986536,1,43865186,43986536,"AGPAT3",18,51.71,"protein_coding","protein_coding",121350,121350
"ENSG00000229306","ENST00000457565",21,12999676,13016692,-1,12999676,13016692,"AP001464.4",1,38.78,"lincRNA","lincRNA",17016,17016
"ENSG00000279501","ENST00000623236",21,8996496,9018670,-1,8996496,9018670,"bP-2171C21.3",1,41.52,"lincRNA","lincRNA",22174,22174
"ENSG00000279414","ENST00000623182",21,9026821,9027329,-1,9026821,9027329,"bP-2171C21.4",1,61.49,"processed_pseudogene","processed_pseudogene",508,508
"ENSG00000237735","ENST00000444868",21,16754519,16815688,-1,16754519,16815688,"AP000473.6",1,35.45,"lincRNA","lincRNA",61169,61169
"ENSG00000279381","ENST00000623217",21,9088188,9088391,1,9088188,9088391,"bP-2171C21.5",1,62.75,"processed_pseudogene","processed_pseudogene",203,203
"ENSG00000224388","ENST00000433378",21,41180097,41180626,1,41180097,41180626,"BACE2-IT1",1,48.3,"antisense","antisense",529,529
"ENSG00000280019","ENST00000624484",21,6272135,6276532,-1,6272135,6276532,"CH507-145C22.2",1,53.32,"unprocessed_pseudogene","unprocessed_pseudogene",4397,4397
"ENSG00000232010","ENST00000442785",21,44250813,44251520,1,44250813,44251520,"AP001059.5",1,62.15,"antisense","antisense",707,707
"ENSG00000272657","ENST00000362077",21,34073592,34360033,1,34073592,34360033,"AP000320.7",1,42.87,"processed_transcript","processed_transcript",286441,286441
"ENSG00000214955","ENST00000427022",21,34205055,34325034,1,34205055,34325034,"AP000318.2",1,42.7,"lincRNA","lincRNA",119979,119979
"ENSG00000160181","ENST00000291526",21,42346357,42351128,-1,42346357,42351128,"TFF2",3,53.58,"protein_coding","protein_coding",4771,4771
"ENSG00000156282","ENST00000286808",21,30165564,30166756,-1,30165564,30166756,"CLDN17",1,44.68,"protein_coding","protein_coding",1192,1192
"ENSG00000227456","ENST00000630751",21,34157724,34190244,1,34157724,34188917,"LINC00310",8,43,"lincRNA","lincRNA",32520,31193
"ENSG00000279709","ENST00000623377",21,6309161,6312948,1,6309161,6312948,"CH507-254M2.4",1,53.62,"unprocessed_pseudogene","unprocessed_pseudogene",3787,3787
"ENSG00000279062","ENST00000623954",21,10136419,10137004,1,10136419,10137004,"CH507-216K13.1",1,61.77,"unprocessed_pseudogene","unprocessed_pseudogene",585,585
"ENSG00000279864","ENST00000624736",21,9558970,9559155,1,9558970,9559155,"RP11-570J4.1",1,37.63,"processed_pseudogene","processed_pseudogene",185,185
"ENSG00000234340","ENST00000433524",21,22134698,22136083,-1,22134698,22136083,"AP000705.8",1,40.98,"processed_pseudogene","processed_pseudogene",1385,1385
"ENSG00000270835","ENST00000632732",21,38204141,38206080,-1,38204141,38206080,"AP001425.14",2,42.89,"transcribed_processed_pseudogene","processed_transcript",1939,1939
"ENSG00000279186","ENST00000624506",21,5703182,5705637,-1,5703182,5705637,"CH507-39O4.3",1,35.67,"TEC","TEC",2455,2455
"ENSG00000279784","ENST00000623587",21,5705345,5707160,1,5705345,5707160,"CH507-39O4.1",1,44.77,"lincRNA","lincRNA",1815,1815
"ENSG00000212935","ENST00000391620",21,44557790,44558760,-1,44557790,44558760,"KRTAP10-3",1,65.29,"protein_coding","protein_coding",970,970
"ENSG00000233442","ENST00000450880",21,14007134,14014880,1,14007134,14014880,"PPP6R2P1",1,62.17,"unprocessed_pseudogene","unprocessed_pseudogene",7746,7746
"ENSG00000155304","ENST00000285667",21,14371115,14383484,-1,14371115,14383187,"HSPA13",2,36.7,"protein_coding","protein_coding",12369,12072
"ENSG00000235888","ENST00000417335",21,38988707,39006153,-1,38988707,39006153,"AF064858.8",1,48.46,"lincRNA","lincRNA",17446,17446
"ENSG00000279895","ENST00000624042",21,7421442,7425839,-1,7421442,7425839,"CH507-254M2.6",1,53.32,"unprocessed_pseudogene","unprocessed_pseudogene",4397,4397
"ENSG00000276077","ENST00000625096",21,7430659,7469007,1,7430669,7468875,"CH507-254M2.2",7,39.65,"lincRNA","lincRNA",38348,38206
"ENSG00000237325","ENST00000490865",21,31452466,31453223,1,31452466,31453223,"AP000563.2",1,39.97,"processed_pseudogene","processed_pseudogene",757,757
"ENSG00000227716","ENST00000433101",21,23477641,23490724,1,23477641,23490724,"AP000459.7",1,32.25,"lincRNA","lincRNA",13083,13083
"ENSG00000259981","ENST00000565564",21,30089717,30097836,1,30089717,30097836,"AF096876.1",1,35.57,"lincRNA","lincRNA",8119,8119
"ENSG00000154645","ENST00000400128",21,17901263,18267373,1,17901263,18267373,"CHODL",7,37.04,"protein_coding","protein_coding",366110,366110
"ENSG00000234509","ENST00000449339",21,31653593,31659500,-1,31653593,31659500,"AP000253.1",1,49.46,"lincRNA","lincRNA",5907,5907
"ENSG00000274559","ENST00000464664",21,5972956,5973333,-1,5972956,5973333,"CH507-42P11.1",1,61.9,"processed_pseudogene","processed_pseudogene",377,377
"ENSG00000279788","ENST00000624266",21,6676178,6679962,-1,6676178,6679962,"CH507-154B10.3",1,53.66,"unprocessed_pseudogene","unprocessed_pseudogene",3784,3784
"ENSG00000142188","ENST00000420455",21,33432485,33480011,-1,33432485,33479943,"TMEM50B",10,43.36,"protein_coding","nonsense_mediated_decay",47526,47458
"ENSG00000186971","ENST00000334068",21,30430230,30431026,1,30430230,30431026,"KRTAP13-4",1,47.3,"protein_coding","protein_coding",796,796
"ENSG00000279728","ENST00000623809",21,6712596,6716361,1,6712596,6716361,"CH507-236L23.5",1,53.51,"unprocessed_pseudogene","unprocessed_pseudogene",3765,3765
"ENSG00000232608","ENST00000419324",21,39216624,39217506,1,39216624,39217506,"TIMM9P2",1,39.41,"processed_pseudogene","processed_pseudogene",882,882
"ENSG00000156239","ENST00000303775",21,28872191,28885371,-1,28872191,28885371,"N6AMT1",3,38.62,"protein_coding","protein_coding",13180,13180
"ENSG00000279534","ENST00000624405",21,25371827,25372043,1,25371827,25372043,"AP001340.3",1,34.56,"TEC","TEC",216,216
"ENSG00000160199","ENST00000432907",21,42974510,43033931,1,42974510,43033931,"PKNOX1",11,46.99,"protein_coding","protein_coding",59421,59421
"ENSG00000185433","ENST00000441013",21,25385820,25431701,-1,25385820,25431701,"LINC00158",4,37.89,"lincRNA","lincRNA",45881,45881
"ENSG00000273840","ENST00000612267",21,10482738,10605716,1,10482738,10605716,"AL078471.5",1,38.79,"processed_transcript","processed_transcript",122978,122978
"ENSG00000226043","ENST00000444130",21,22209939,22420819,1,22209939,22420819,"AP000705.7",1,34.43,"lincRNA","lincRNA",210880,210880
"ENSG00000157578","ENST00000288350",21,39405844,39445805,-1,39405844,39445777,"LCA5L",21,41.25,"protein_coding","protein_coding",39961,39933
"ENSG00000223692","ENST00000442434",21,46462471,46469306,1,46462471,46469306,"DIP2A-IT1",1,40.16,"sense_intronic","sense_intronic",6835,6835
"ENSG00000283051","ENST00000635001",21,42777819,42779994,-1,42777819,42779994,"KB-51A8.1",1,56.02,"lincRNA","lincRNA",2175,2175
"ENSG00000156304","ENST00000286835",21,31671033,31732075,-1,31671033,31732075,"SCAF4",6,38.12,"protein_coding","protein_coding",61042,61042
"ENSG00000159082","ENST00000382491",21,32628759,32728048,-1,32628759,32728040,"SYNJ1",11,38.08,"protein_coding","protein_coding",99289,99281
"ENSG00000235012","ENST00000411867",21,39525583,39529855,1,39525583,39529855,"AF121897.4",1,52.73,"processed_pseudogene","processed_pseudogene",4272,4272
"ENSG00000213440","ENST00000416034",21,44046347,44047041,-1,44046347,44047041,"H2AFZP1",1,52.66,"processed_pseudogene","processed_pseudogene",694,694
"ENSG00000182871","ENST00000400337",21,45405137,45513720,1,45405137,45513720,"COL18A1",7,59.66,"protein_coding","protein_coding",108583,108583
"ENSG00000215455","ENST00000400375",21,44538981,44540195,-1,44538981,44540195,"KRTAP10-1",1,66.34,"protein_coding","protein_coding",1214,1214
"ENSG00000221864","ENST00000360770",21,44666189,44666927,-1,44666189,44666927,"KRTAP12-2",1,60.49,"protein_coding","protein_coding",738,738
"ENSG00000215734","ENST00000400819",21,36994643,36995075,1,36994643,36995075,"MRPL20P1",1,54.73,"processed_pseudogene","processed_pseudogene",432,432
"ENSG00000160207","ENST00000291560",21,43529192,43659493,-1,43529192,43659493,"HSF2BP",2,43.01,"protein_coding","protein_coding",130301,130301
"ENSG00000277282","ENST00000622028",21,10649400,10649835,-1,10649400,10649835,"IGHV1OR21-1",1,53.67,"IG_V_gene","IG_V_gene",435,435
"ENSG00000154727","ENST00000354828",21,25734570,25772460,1,25734570,25772460,"GABPA",3,36.67,"protein_coding","protein_coding",37890,37890
